Epoch Folder,Mean IoU
seqtrack_b256,0.0016994187119974567
seqtrack_b256_001,0.029348021427468247
seqtrack_b256_002,0.029348021427468247
seqtrack_b256_003,0.029348021427468247
seqtrack_b256_004,0.029348021427468247
seqtrack_b256_005,0.029348021427468247
seqtrack_b256_006,0.001748007140677818
seqtrack_b256_007,0.003759440355467037
seqtrack_b256_008,0.0017149393243661938
seqtrack_b256_009,0.0016768265886975896
seqtrack_b256_010,0.0016994187119974567
